attraction,attraction_city,mo_yr_posted_final,mo_yr_visited,num_contributions_user,num_helpful_user,num_helpful_votes,rating,rev_text,rev_title,user,user_loc
Central Park,New York City,Feb 2020,February 2020,51,12,0,5,"We walked in the park daily during our 1 week visit to NYC. It’s easy, healthy and a nice way to spend time with loved ones. I bought an oil painting i can’t wait to get framed.",A walk in the park,lpeckenpaugh,"Germantown, Wisconsin"
Central Park,New York City,Feb 2020,February 2020,4,3,0,5,"Bike ride was fantastic- even in 30 degree weather! We rented bikes- took about an hour to bike the length of the park and back, so best to do a 2 hour rental.",Biking in the cold!,Go92866,"Long Beach, California"
Central Park,New York City,Feb 2020,February 2020,346,81,2,4,"It was quite pleasant to walk around the park after being in New York for a few days and not seeing many trees. The ice skating was open, we got a snack from the vendor and watched them smoothing the ice after the last session. There is a nice bridge and some rocky areas. Could do with some toilets around that area as we could not find any. There are lots of horse and carriages lined up waiting to take you on a tour around the park, we did not use them as I dont really approve but the option is there if you wanted a scenic ride around.",A pocket of green,Nicola,"Lincoln, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,184,58,1,5,You could walk for hours and never get bored! I would visit again without a doubt because we bearly scratched the surface!,Absolutely beautiful ,Zoe S,"Manchester, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,9,12,0,4,My wife and I took the subway to the North side of the park and took a slow and winding stroll through and around the west side of the park. In total about 2 1/2 miles but took in the lakes. The North side of the park was so calm and tranquil - at 10am on a Saturday morning there were a couple of times we were the only people in sight! Only downside was the lack of any public toilets.,Very tranquil in the North,Gareth D,"Broxbourne, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,196,101,1,5,"The oasis in the city, there is so much to do here. My recommendation is bring food and drink or book at one of the restaurants. We tried a restaurant and it was an hour wait for a table, be warned.",Go!,PeteSimmonds,"Twickenham, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,88,38,0,5,"We have just returned from New York, very nice romantic weekend. We walked around Central Park, it was beautiful. You have options if you don’t want to walk! Horse drawn carts, bike drawn carts! Or you can hire bikes! Bike drawn carts are 3$ or 5$ per minute!!!!! Not sure about the horse drawn carts, I think it was about 50/60$ Very beautiful though.",What a wonderful place,jbond4221,"Bedford, United Kingdom"
Central Park,New York City,Feb 2020,June 2019,23,2,0,5,"HUGE park in the middle of the busiest city in the USA. zoo, trails, flora and fauna, water--something for everyone. Talk a loooooooooooooooooong walk all the way around.",What more could one ask?,puffinopus,"New York City, New York"
Central Park,New York City,Feb 2020,July 2019,18,43,2,4,"The city is enormous but when you arrive to this place everything change, all is so nature and cool. i strongly recommend to visit,this place change minds",A great heart in the middle of the city,Elizabeth Angelique,"Santa Fe, New Mexico"
Central Park,New York City,Feb 2020,February 2020,13,12,0,5,Loved this park. Lots to see and as a fellow runner who didn’t bring trainers with me in awe of all the runners doing the loop. Walked 5 miles of the park instead. Got some great photos so perfect memories.,A tranquil stroll,pamdevlin33,"Carlisle, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,67,3,0,4,"The quietude of the East Meadow between around 86th and 110th is refreshing. It's a more neighborhood view of city living. Rent a bike in North Central Park and cruise along the paths, around the pond. Count yourself lucky if it's a sunny day. Stop and watch the sunbathers and frisbee players.",East Meadow,Jane L,"New York City, New York"
Central Park,New York City,Feb 2020,February 2020,11,12,1,4,"had intended to walk around the park but was stopped by a seller who showed us a high price 220 dollars but then mentioned 80 dollars for the hour. still expensive when you actually see where you get to, however after all that, well worth it for the banter and knowledge of the cyclist",went on the pedal bike tour,Tony B,
Central Park,New York City,Feb 2020,February 2020,11,9,0,5,Nice place for rest after busy day. So many attractions. Very clean and safe to be there. Just few blocks from Times Square.,Nice place for rest,Marcin Gackowski,"Strandhill, Ireland"
Central Park,New York City,Feb 2020,February 2020,47,22,1,5,"So calm and peaceful,well kept beautiful can walk for miles There were singers we stopped to watch really good We really enjoyed our visit Only thing I will say is you get hounded on the way in being offered carriage ride round the park at $4/5 for a minute crazy",Beautiful ,Linda mcg 2014,"Doncaster, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,29,11,1,5,"A really pleasant experience. You can easily spend a day there just wandering around, people spotting and taking on the fresh air. Such a lovely peaceful oasis in the middle of the city, sometimes you forget you are in the middle of New York!",A lovely way to spend an afternoon,Christine Amy,"West Bridgford, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,631,159,1,5,"We walked through Central Park to get to museums and to get some fresh air. It is a very active place. Lots of joggers, bikers, pedicabs, horse carriages and a walkers.It is an oasis in a metropolis. It is well maintained for a public park. It is also great for people walking.",Get your walk on!,rhpatt29,"Tyler, Texas"
Central Park,New York City,Feb 2020,February 2020,703,290,2,5,"There is just so much to see and do at CP even in the winter. Our daughter loved the park areas and my favourite was Bow bridge, just beautiful. Very busy with dog walkers/runners even early, lovely vibe.",Fabulous park,ScubamommaDevon,"Barnstaple, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,117,50,0,5,"We enjoyed a great afternoon in Central Park. Difficult to believe the scale of it until you actually talent at walk! Fantastic playgrounds dotted around everywhere for the kids. It was quiet too, in general, which probably should be surprising ok a Wednesday afternoon. A must see, for sure!",Wonderful afternoon..,JuanConnorea,"Horsforth, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,665,228,0,5,"Visited on an early morning in cold February and the park is beautiful. There is lots to look at and signs showing you the landmarks. You can hire a bike, get a horse and carriage or a tut tut if you don’t fancy walking. There is also an ice rink there at the moment. A must visit!",Beautiful ,Windy0309,"Cannock, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,21,0,0,5,"We hired out bikes for a couple of hours in the morning to travel around central park.We opted for tandems,they were very reasonably priced and we were able to cycle the whole way round Central park during the 2 hour slot. The bikes were definetly the more affordable choice as the house and carriages charge by the minute. The park is very well maintained and the lane system was very good (bike lane-slow and fast, horse and carriages, runners) . The lanes do get busy at certain points, especially with the horses and cyclists that go in the fast lane often get cross if your not going fast enough.So make sure you are in the appropriate lane and you will have a lovely day.",Central park on bikes,Maisie J,
Central Park,New York City,Feb 2020,February 2020,22,4,0,5,"We had 6 days in New York. On the first day we (amongst lots other) went to Central Park and was convinced by a rickshaw driver to purchase a one hour tour of the park with him. We negotiated the price down A LOT before we agreed- so don’t accept the first (or second) price they give you! It was a lovely experience going around with him - he had lots of fun, quirky facts to share, and we stopped at a number of interesting points for a walk and pictures. We saw roughly half the park. All together a lovely experience. A few days later we rented bikes and pedalled around for a couple of hours ourselves. A different, lovely experience. Next time we come , we will go again - on foot.",Would go again!,VibekeFaurby,"Sydney, Australia"
Central Park,New York City,Feb 2020,February 2020,36,7,1,5,"I have been to this park several times and I love it. It's very tranquil in areas and walking through it is one of my favorite things to do. I would never go there at night, but I love it during the day.",Wonderful to walk through IN THE DAYTIME,HolBrut,"Cleveland, Ohio"
Central Park,New York City,Feb 2020,February 2020,37,18,0,5,"Loads of open space, games of baseball on everywhere to watch, bikes to hire and numerous food stands",Wonderful,Marcccccck,"Kingston-upon-Hull, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,8,0,0,5,"So many things to look out for in the park,a guide book is a must and at least two visits. Lots of things of interest around the outskirts of the Park as well as in. Huge place and great for pictures. Every time we have been we have seen people having wedding photos done. Always something going on to watch and souvenirs to buy. I was hesitant in taking a tour with the bike guys but in the end relented - not a bad price and he told us so much about the surrounding buildings it was great.",Huge,janeward2020,
Central Park,New York City,Feb 2020,February 2020,10,2,0,5,"Fantastic location. Costs an arm and a leg for a beer (as expected). The day we went it was -5C and bright sunshine, sitting by lake in Central Park in February -Priceless",Go to the boathouse ,Getaway587293,"Hereford, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,290,76,0,5,"Lovely for a wander- we had a bike ride around the park. Lovely views, spots from films and the calm of a park in the middle of a huge city.",Beautiful ,hackers89,"Blackwood, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,11,1,0,5,"Save Central Park for the last part of your trip. If you do so you will get the full experience of a quiet, and peaceful stroll around the park. It was one of my favorite activities while in NY.",Beautiful Park,OPD213,
Central Park,New York City,Feb 2020,February 2020,80,24,1,5,"We took a guided bike tour around some of the main sights in Central Park. From the Zoo, to the Dakota Building and Strawberry Fields with stops at sights used in Friends, Home Alone 2 and The Godfather. A great way to see the park when your feet are aching!",Guided Bike Tour of Central Park ,Yorkshireman,"Batley, United Kingdom"
Central Park,New York City,Feb 2020,January 2020,146,55,1,5,"Sadly it was winter when we visited, it was still a wonderful place to enjoy and relax after the noisy madness of Manhattan. Lots of things to do for the kids too, I’ve skating, the zoo. The price of the house and carriage is the same as the bike and carriage $60 but the bike goes all round the park taking in Strawberry fields where as the horse ride will take in a smaller area. Get yourself a map of the park. We felt very safe walking around the park and hope to see it one summer in the future.",A wonderful park to relax after the hustle & bustle of NYC,Maddie A,"Gillingham, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,35,21,0,5,"Could not be in NYC without stopping by the imagine memorial The park is so well known but huge, we're going to have to return to see more of it",Strawberry fields ,Jacqui C,"Norwich, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,10,6,1,5,"Take the time to spend most of a day walking round Central Park. There is so much to see from the bridges, Ice rinks, fountains, open spaces and the very peaceful ramble and that just names a few locations",Oasis of calm amongst the city craziness,Richard S,United Kingdom
Central Park,New York City,Feb 2020,February 2020,19,4,0,5,"It's one of the best artificial green urban areas, completely useful and dedicated to providing recreation time to the whole family.",Vacation ,Joao Gabriel Di... S,"Rio de Janeiro, RJ"
Central Park,New York City,Feb 2020,February 2020,129,78,2,5,Very big green Place to relax..take a bike and go around the trees between the concrete jungle! Beautifull,A touch of nature between concrete,Captain Virus,"Province of Mantua, Italy"
Central Park,New York City,Feb 2020,January 2020,109,44,1,3,"We did a two hour cycle tour of Central Park,the tour was interesting but not brilliant as it is just a park .everybody had to keep to the tarmac as in the winter the grass is shut ,prefer our parks in maidstone",It’s a park!!!,Ivanandsuebannister,"Maidstone, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,27,24,1,5,Although it was freezing cold! Our 5 year old didn’t complain as every couple of blocks was a play park! I’m very fussy about public parks (especially in cities) but all were very clean and well kept. Little one and older siblings loved it! Central Park is beautiful especially The Ramble. Love it.,Great with kids! ,LadyP,"Nottingham, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,148,22,0,5,"WHAT A NICE PARK! It’s the first time that we spend so much time at Central Park. Even during the winter, it is awesome. You can take stunning photos of NYC through the trees. It is now a must every time we come to NYC.",One of the nicest park on earth,Luc V,"Ogunquit, Maine"
Central Park,New York City,Feb 2020,November 2019,404,157,0,5,"Wow, this was one of the highlights of my stay in New York, you cannot go to New York without visiting Central Park! We hired a pedicab Frankie Legs who was fabulous, highly recommended. We visited lots of the main locations from the movies and some of the iconic spots in Central Park. It was like a fairy tale. We visited in October/November so the colours were amazing, very autumnal. The weather was drizzly but we didn't let is spoil our visit. The park is huge and we didn't get to see all of it. Next time I will definitely plan to spend a whole day here walking around the park and taking in more of whats here. We saw a lot in the short time but the weather got worse so we cut the visit short. I'm so glad I paid a visit and I cannot wait to go back. Such a stunning park with so much to see and do, I loved it, definitely one of my highlights!",Amazing place!,conrad169,"Macclesfield, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,59,4,0,5,Such a beautiful place. Visited twice whilst in NYC and could have spent more days just wandering round and exploring.,Stunning ,Pinklady110889,Essex
Central Park,New York City,Feb 2020,February 2020,130,18,0,3,Very nice to have some nature in the city. Big enough to spend a decent amount of time walking round. If you're from the countryside you won't be impressed but if you live in a busy city it is a welcome sight.,A lovely area in a busy city.,Dave C,"Tamworth, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,169,60,0,5,"We did a cycling ride through Central Park on a sunny, but cold, Sunday morning. We thoroughly enjoyed it, including our two teenage sons. It was busy, but not too busy. A great atmosphere. Just need to be careful of some cyclists who go at crazy speeds. We had two almost accidents because of that. More enforcement of the maximum speed is necessary. We also missed places to buy a coffee. However, with a cycle it is easy to leave the park and have a coffee in the streets surrounding it. All in all, it was one of the highlights of our trip to New York!",Great cycling ride!,Margot C,
Central Park,New York City,Feb 2020,February 2020,34,27,1,5,"We paid for a VIP horse and carriage, it was a Great way to see the park and figure out where we wanted to go back and spend more time. It wasn’t cheesy like you would think, it was fun!",Stroll through the park,lisa h,"Mission Viejo, California"
Central Park,New York City,Feb 2020,September 2019,78,35,1,4,"Stralling around in busy New York - Manhattan.... we found peace in Central Park. Nice, quiet, green and peaceful. A romantic pitstop before re-entering the noisy streets of Manhattan!",Peace,Per EE,"Son, Norway"
Central Park,New York City,Feb 2020,February 2020,28,35,1,5,"Lovely park and a must see when in NYC, but the prices are RIDICULOUS - $249 dollars for a rickshaw ride round it : and the rickshaws are rickety, old and dirty.",Expensive,RKE1975,
Central Park,New York City,Feb 2020,November 2019,77,3,0,4,"The park is crazy busy but so nice. I like how there are people everywhere enjoying the outdoors. There’s people performing music, dance moves, painting, etc. There are bikes and horses everywhere. I just really enjoyed walking through the park with my friends. It was a nice escape from the skyscrapers(but cool to see them surrounding the park!).",A nice stroll,Bailey H,"Brussels, Wisconsin"
Central Park,New York City,Feb 2020,February 2020,244,33,0,5,"Where else but Central Park to take a walk on a cool Feb afternoon while visiting New York. It is maintained well and clean. Horse drawn carriages can take you around, but we chose just to get our exercise and walk.",A cool afternoon stroll,Rearview2014,Stillwater OK
Central Park,New York City,Feb 2020,January 2020,302,185,2,5,"It is a world class marvel that a city as crowded as New York set aside a grand oasis like this one, and has managed to hold onto and improve it across three centuries. When the street and sidewalk traffic becomes overwhelming, duck in here; you can always find a peaceful spot, any time of year. It's an all-season joy, but I think winter, the quietest season, is in many ways the most magical. In the right light, bouncing off snow and ice, one is transported back to 19th or early 20th century New York City, and better for it. Over the decades, I have watched the cityscape change and grow ever-taller, but the park, with its dazzling array of flora and fauna, abides.",Miracle on 59th to 110th Street,William McC,"Boston, Massachusetts"
Central Park,New York City,Feb 2020,February 2020,77,66,2,5,"Even in February it's impressive. If you are not one to conduct your own research, then do one of the guided tours, by bike or otherwise.",One of the world's great urban parks,timd640911,"Toronto, Canada"
Central Park,New York City,Feb 2020,February 2020,47,27,2,5,"An oasis in a mad city. There are so many things to see, as featured in countless films and television programmes. We also saw wild turtles in the pond which we weren’t expecting. You get a real sense of the scale of the city, as there is space to look up and see a skyline. Central Park is the lung of NYC and it was a pleasure to stroll around.","Hidden gems, multiple visits required.",emmalewissinger,"London, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,159,54,1,5,"We got a pedicab tour round this beautiful park by Frankie legs and it was our high light of the holiday, he was very knowledgeable and took lots of photos for us with famous landmarks within the park and surrounding areas. Highly recommend to anyone visiting New york to come to central park.",Beautiful park,jadehardman1983,"Swinton, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,7,1,0,5,I loved Central Park! I could spend an entire day there just walking around!!! Beautiful and peaceful!,Must See,RonniAnn,
Central Park,New York City,Feb 2020,December 2019,6,9,1,5,"We were there for New Years Eve and it was incredible, a little cold for the kids but well worth it, the fireworks were incredible.",Spectacular Park,Charles Johnson,"New Gretna, New Jersey"
Central Park,New York City,Feb 2020,September 2019,634,130,0,5,We walked from the Met through the park. It was lovely. Nice areas of shade and different areas to hang out. There are few kiosks for snacks and drinks which we needed as it was unseasonably hot. Great if you have a spare afternoon or morning to kill.,Walk through from the Met,Draculas_Bride666,"Rothwell, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,139,32,1,4,"After my first little foray into Central Park in Dec 2018 and the realisation that it is HUGE on this trip we decided to book a Pedi-Cab. We booked using Ivan who owns Central Park Airlines and we are so glad we did! Ivan was super friendly and knowledgeable; flying us all around the park in his Pedi-Cab pointing out lots of interesting buildings with tit-bits of information. We did quite a few stops too for pictures which he did using my phone and his own (he forwarded the pictures he took to my Mum afterwards using Facebook). Ivan took some great pictures! I’d definitely recommend booking a Pedi-Cab with him! Central Park itself was beautiful; so much so that I decided to stay behind and walk around a bit when my Mum, Sister and Cousin left. The weather was glorious and after the tour I felt a bit more confident with my bearings (and also with a little help from google maps!) I came across a group performance of guys doing jumping stunts over people which had drawn a big crowd. That was fun to watch although a bit too drawn out between stunts so I left after a short while.",Great Pedi Cab,KopiteKat,"Cheltenham, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,27,19,2,5,We did the hop on hop off bus great idea to see everything.. you can get off and explore. Central Park is huge!!!,Fantastic,Eleonore B,"London, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,353,154,0,5,"A sunny day in the park, lovely, bustling everyone wants to get out into the open. Visit strawberry fields and see the imagine pavement",Beautiful park,jane a,"London, United Kingdom"
Central Park,New York City,Feb 2020,February 2020,26,28,2,5,"Spent an incredible day in Central Park in February half term, glorious sunshine but sub zero temperatures all day! NYC carriage ride was perfect, felt like celebrities! My teenage son wanted to hire bikes so we rode around for 2 hours which was lovely, discovering parts of the park we would not have done otherwise. Ended the day Ice skating, we went at 5 which was perfect as we started skating in the daylight but ended around 7 when it was dark- just magical. A real holiday highlight - memories to last a lifetime!",Amazing day!,Beccy1208,
Central Park,New York City,Feb 2020,February 2020,16,1,0,5,"Cool place, it’s really biiiig places to go I recommend to start in a corner and start walking towards American museum of natural history then cross to met",Must seen! ,Luisa Fernanda V,"Monterrey, Mexico"
Central Park,New York City,Feb 2020,February 2020,11,5,0,5,Do the carriage ride. Enough said. What ever the weather it is amazing. NYC without Central Park is a waste,Wow,Carl H,Broadstairs
Central Park,New York City,Mar 2020,September 2019,19,22,1,4,"Can be a nice, quiet place to get away from the bustling city center. I have been there in winter as well and have ice skated in the lake",Central Park,Jorge A,"Anaheim, California"
Central Park,New York City,Mar 2020,February 2020,9,6,1,5,Fantastic place to visit. It takes a while to travel full length of the park hut you'll loves it! Something for everyone !,Awesome,Linda,"Cape Breton Island, Canada"
Central Park,New York City,Mar 2020,March 2020,12,0,0,5,Lovely place and very big take your walking shoes or you can hire a bike or go for a ride on horse an carriage,Honeymoon stroll ,Natashahewins97,"Telford, United Kingdom"
Central Park,New York City,Mar 2020,February 2020,126,30,0,5,"February stroll through Central Park was a lovely break from exploring the city. Bundle up appropriately and all briskly through the maze of paths. Signage is clear. The Loeb Boathouse is a good carrot to aim for. The drinks, food & service offer a nice view and respite for lunch visitors.",Oasis in the City,nbdraleigh61,"Raleigh, North Carolina"
Central Park,New York City,Mar 2020,February 2020,51,6,0,5,"We visited the park on our last day in New York. The views, cleanliness and overall atmosphere of the park was amazing.",Amazing park,Dominique H,
Central Park,New York City,Mar 2020,February 2020,36,43,2,5,"This park is in the heartof manhattam, there is a zoo and of course strwberry fields. Every possible restaurant from every country is near by. Plus many museums and shops.",Really nice park,Paul O,"San Juan, Puerto Rico"
Central Park,New York City,Mar 2020,March 2020,105,66,0,5,"Walked around Central Park great experience, need to go in summer also to experience it then. Recommend",Brill,sarahbank,"Preston, United Kingdom"
Central Park,New York City,Mar 2020,February 2020,128,58,0,5,"Lovely relaxing open space, amazingly calm and peaceful in the middle of the city. Recommend the Loeb Boathouse on the lake.",Peaceful,UKYork,"York, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,3,4,0,5,"Beautiful place, well maintained park, with a very nice zoo!!!! We loved! We have been there before and I think the city is very dirty and abandoned, but fortunately the Central Park keeps your magic !",Beautiful as always,Roberta,"Barueri, SP"
Central Park,New York City,Mar 2020,March 2020,30,25,0,5,"Me and my wife biked around in Central Park on a weekday before continuing our bike tour to Downtown. Also we've had a stroll on a Sunday morning (Central Park South), we particularly liked walking there in the weekend. Much more alive also with locals coming to the Park.",You can't visit NYC without having a stroll in Central Park,Michael V,"Haarlem, The Netherlands"
Central Park,New York City,Mar 2020,November 2019,12,5,0,5,Take a horse and carriage ride or per you might want to rent a bike and ride through the park or just take a walking tour. Or rent a boat or take a gondola ride on the lake in Central Park. Central Park is New York and New York is Central Park!,DAY IN NEW YORK - CENTRAL PARK NOT TO MISS!,Jackie D,
Central Park,New York City,Mar 2020,June 2019,3,0,0,4,An oasis from the noise and madness of NY itself. Although it appears to be a tranquil place it’s got lots to see and do but the difference is you can do it at your own pace and not feel rushed.,Central Park NYC,Adventurer546169,"New York City, New York"
Central Park,New York City,Mar 2020,March 2020,418,55,1,5,"Love visiting Central Park. Kids first time there (ages 11 & 13) and loved it! It was about 20 degrees when we were there, but still a must do!",Beautiful! ,nmarcum03,"Charleston, West Virginia"
Central Park,New York City,Mar 2020,February 2020,153,92,2,5,"Visited here with my partner as part of a tour. Found this a beautiful, peaceful place to escape to from the hustle and bustle of the city",Beautiful,shagron,"mansfield, nottinghamshire"
Central Park,New York City,Mar 2020,March 2020,4,8,2,5,"Central Park is always wonderful for a stroll. With my favourite place being Bethesda fountain, it’s remarkable how they always keep the park clean and well taken care of.",Never disappointing,Pedro Correa,
Central Park,New York City,Mar 2020,April 2019,6,0,0,5,"immerse yourself, you can be yourself at this park...place for all generation... you can do a lot of activities in this park. Summer or winter, especially on winter on the first day after first snow.....it's like magical.",be a part of it,Al R,"Bandung, Indonesia"
Central Park,New York City,Mar 2020,March 2020,8,0,0,5,"Central park has been my backyard for 46 Years. I walk it every single day unless I'm not feeling well. Everything is glorious there. Even sitting on a bench with a cup of coffee is wonderful. Zoo, skating rink, carousel, restaurants , boat house, secret walks, the castle, the great lawns. The horses, strawberry fields, tourists from all over the world, plenty of space for sun for shade for quiet. We New Yorkers are one lucky bunch of people.",My backyard,Marianna G,"New York City, New York"
Central Park,New York City,Mar 2020,March 2020,5,1,0,5,"What an extraordinary escape from the hustle and bustle of NYC. So tranquil and relaxing. You can spend an entire day marveling at the statues or the countless species of beautiful trees. Or walking on the miles of meandering paths. Or playing sports on the numerous playing fields and green spaces. Or jog around the reservoir. Or take a buggy ride. Or have lunch or dinner at The Boathouse (very good food, good bar scene, and a beautiful setting). You won't regret visiting this peaceful and beautiful interlude from busy New York for an hour or two.","I adore the Park, as do so many resident and visitors to NYC.  A priceless gift.",geb3,"New York, NY"
Central Park,New York City,Mar 2020,February 2020,16,0,0,5,Super nice to visit and super awesome environment. You can't get bored and there are do many attractions over there.,Nice place,Papi,
Central Park,New York City,Mar 2020,April 2019,7,0,0,5,"Every time we visit New York, we always go to Central Park. Have been 7 or 8 times and still have not seen it all! Horse-drawn carriage ride is great as you see a lot of the park and get your bearings of where everything is situated. There is always something happening like musicians, bands, painters and artists, or you can just sit and people watch. The eateries at the boat house serve delicious food and snacks. Of course there is also the chance to go boating. There are also so many things surrounding the park such as the Zoo, the various museums, etc. There are plenty of places to sit and enjoy the quiet and tranquil surroundings and you feel so far away from the hustle and bustle of New York streets. Always a pleasure to vist Central Park and it it is again on our list of things to do on our next visit there. Highly recommended.",Always something to see and do!!!,John M,
Central Park,New York City,Mar 2020,March 2020,65,10,0,4,Much enjoyed our visit to a Central Park - regardless of the cold weather. Coffee etc available at small boathouse. Nice children’s play area,A lovely space,Susie C,"London, United Kingdom"
Central Park,New York City,Mar 2020,February 2020,17,6,0,5,New York is awesome but seeing the sky in Central Park just makes you take a deep breath! It’s park but on a massive scale and nice to visit for a few minutes of quiet.,Nice walk on a sunny day ,Heup,
Central Park,New York City,Mar 2020,March 2020,77,52,1,5,"We didn’t manage to cover the whole park, as it’s massive, we started at the southern end and walked as far as Belvedere Castle. It makes a great change from the hustle and bustle of the New York streets, and there are many great photo opportunities.",It’s so big!,Thecyprus2,"Folkestone, Kent"
Central Park,New York City,Mar 2020,February 2020,86,56,0,5,"What a fantastic, iconic place this is. If you want to avoid the masses get there nice and early and to a point you'll have the park to yourself, or so it seems. There's just tonnes of stuff to do for all the family including a small zoo which is very easy to find. If you're on a short break plan ahead what you'd like to do and see as time flies once you're here. If you're on a longer break, just relax and take it all in.",What a place 😁,Darren H,"Carlisle, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,88,37,0,5,"You could literally spend hours walking around Central Park. There is so much to see and it features in so many films so it is fun to find the different locations they used. There are lots of lakes and bridges and plenty of coffee shops. There are plenty of horse and carriages if you want a leisurely ride around the park, they have prices on the side of the carriages but they are negotiable. Alternatively, there are lots of rickshaws too but they seemed very expensive this time. The carriage and rickshaw drivers all give you information about the park during the trip and they point out celebrity homes too. There is a plaque on the floor in the Strawberry Fields part remembering John Lennon, it is close to where his apartment is. There is often someone playing the guitar there, singing Beatles songs. We always spend a lot of time here when visiting New York.",Beautiful park,91JC,"London, United Kingdom"
Central Park,New York City,Mar 2020,December 2019,21,6,0,5,"My wife and I love Manahattan and one of our favorite things to do is spend a day just walking around central park. Make sure your phone is charged because there is a ton of history within the park and you can have fun googling different areas to visit. One of our favorites is the Bethesda Terrace, now famous for where Miss Perkins was shot dead in John Wick. Walk around. You will love it.",Go and spend a day or 2 just walking around.,OdomEndeavours,"Mobile, Alabama"
Central Park,New York City,Mar 2020,March 2020,256,104,1,5,On all my travels I have run in most cities of the world.. 42 and counting. Loads of runners. Even with the temperatures near zero. BUT what an unfriendly bunch. I thought it was etiquette to greet runners when you pass them- but not here. Everyone sooo serious.,What a wonderful place to run. ,miles28,"Cape Town Central, South Africa"
Central Park,New York City,Mar 2020,January 2020,14,0,0,5,"It's so nice to find some green space amongst the concrete jungle. Perfect for a romantic walk, or meeting with friends or family. My only concern are the poor horses giving people tours.",Lovely memories,Socram,United States
Central Park,New York City,Mar 2020,June 2019,13,2,0,4,Walk from 72nd St/Central Park West across bridge at 79th St in the back of Metropolitan Museum to 5th Ave.,Very good walk across roads and bridges,Henrik S,"New York City, New York"
Central Park,New York City,Mar 2020,March 2020,164,16,0,5,Great walk in a sunny day. Love the area even though it was still late winter. Nice place to exercise.,Short Vacation,Alicia O,
Central Park,New York City,Mar 2020,February 2020,9,11,1,5,"had a nice bike ride around the park, it was a sunny day but with the wind it was freezing on the face, it probably looks better in the summer when the trees are all green. Nice experience",sunny but freezing,Wishlist,"Galway, Ireland"
Central Park,New York City,Mar 2020,March 2020,11,12,1,5,"Definitely worth going on the pedicab. The guys are so friendly and helpful. They take you to the famous landmarks where Home Alone,Friends and many more places that are used in the movies. You can get some beautiful photos as well Well worth a visit",Pedicab ,grease00,"Watton, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,7,14,2,4,Central Park is a great place to go with children. I love how kids can just go a climb the rocks and play around in such a big space! I would recommend planning to spend a few hours to walk around the park and look at everything.,So Fun,Lion2020,
Central Park,New York City,Mar 2020,March 2020,285,40,0,5,We only saw a corner of it but what we saw was so well maintained and so pretty. We hope to go back to explore more,Absolutely beautiful! ,Rob W,"Eustis, Florida"
Central Park,New York City,Mar 2020,August 2019,21,29,1,4,Central Park is a very beautiful park. In the summer it is a really good place to have a picnic with friends family,great park,geogeek,"New York City, New York"
Central Park,New York City,Mar 2020,July 2019,124,35,0,5,Beautiful park and it’s a must visit spot during a trip to New York city. Had spent a few hours at the park as I had done the walking tour and it was a great experience. Being able to scroll through Central Park was surreal and felt like all the movies which had scenes at the park. It is so huge and there is so much to do! I really would like to go back in fall time.,Great Experience,amarpuri90,"Mumbai, India"
Central Park,New York City,Mar 2020,September 2019,85,33,0,5,"I had been a Lot of times in New York City, from 1995 to now. And I did more or less 50 visits to Nyc and never let to visit The Central Park!!! I enjoy every step there, to climb to take a breath or to ride a bike Is all to Me and My Family to be in the Absolut Ny Paradise!!! In spring or Summer or Winter...always Central Park Is the Perfect Place to Go!!!",Central Park a Paradise in Nyc,MARIO ENRIQUE ALBARRACIN,"Buenos Aires, Argentina"
